lon,lat,PGA-0.0004,PGA-0.00167,PGA-0.008
22.95735,40.61105,6.896634E-01,3.824711E-01,1.822234E-01
22.95738,40.61067,6.923271E-01,3.838880E-01,1.832697E-01
22.95741,40.61029,6.948893E-01,3.852970E-01,1.842924E-01
22.95744,40.60991,6.968985E-01,3.864667E-01,1.851526E-01
22.95747,40.60953,6.981744E-01,3.872952E-01,1.857947E-01
22.95750,40.60915,6.987746E-01,3.878807E-01,1.862366E-01
22.95753,40.60877,6.989453E-01,3.888255E-01,1.865517E-01
22.95756,40.60839,6.990864E-01,3.897689E-01,1.868633E-01
22.95759,40.60801,6.997048E-01,3.910724E-01,1.873282E-01
22.95762,40.60762,7.012551E-01,3.930894E-01,1.880951E-01
22.95765,40.60724,7.040591E-01,3.960116E-01,1.892496E-01
22.95768,40.60686,7.078897E-01,3.997082E-01,1.907292E-01
22.95774,40.60648,7.125878E-01,4.040383E-01,1.924715E-01
22.95783,40.60611,7.178339E-01,4.082849E-01,1.941733E-01
22.95793,40.60574,7.220582E-01,4.116881E-01,1.955089E-01
22.95804,40.60536,7.241344E-01,4.136488E-01,1.962236E-01
22.95814,40.60499,7.246374E-01,4.145637E-01,1.964951E-01
22.95825,40.60462,7.253551E-01,4.156152E-01,1.968220E-01
22.95835,40.60424,7.284560E-01,4.182062E-01,1.977934E-01
22.95846,40.60387,7.355419E-01,4.232048E-01,1.997716E-01
22.95856,40.60350,7.458332E-01,4.302853E-01,2.026023E-01
22.95867,40.60312,7.558116E-01,4.378000E-01,2.055655E-01
22.95877,40.60275,7.627863E-01,4.433547E-01,2.077242E-01
22.95879,40.60237,7.624896E-01,4.435811E-01,2.079094E-01
22.95870,40.60199,7.541813E-01,4.395550E-01,2.060425E-01
22.95861,40.60162,7.420902E-01,4.333837E-01,2.032231E-01
22.95851,40.60124,7.307923E-01,4.271121E-01,2.004956E-01
22.95842,40.60087,7.229970E-01,4.230778E-01,1.986769E-01
22.95832,40.60050,7.194517E-01,4.218727E-01,1.980413E-01
22.95815,40.60015,7.188879E-01,4.217225E-01,1.978874E-01
22.95785,40.59984,7.166259E-01,4.204259E-01,1.973441E-01
22.95747,40.59959,7.131715E-01,4.185587E-01,1.965233E-01
22.95721,40.59927,7.115152E-01,4.175715E-01,1.961011E-01
22.95716,40.59890,7.086242E-01,4.159294E-01,1.953469E-01
22.95731,40.59854,7.041520E-01,4.135004E-01,1.941847E-01
22.95766,40.59827,7.022526E-01,4.124164E-01,1.936406E-01
22.95811,40.59811,7.050298E-01,4.137585E-01,1.942471E-01
22.95852,40.59790,7.069218E-01,4.146222E-01,1.946345E-01
22.95887,40.59763,7.078170E-01,4.149484E-01,1.947745E-01
22.95921,40.59734,7.088852E-01,4.153516E-01,1.949576E-01
22.95954,40.59706,7.098068E-01,4.156860E-01,1.951100E-01
22.95983,40.59675,7.100059E-01,4.156393E-01,1.950826E-01
22.96002,40.59640,7.093448E-01,4.151336E-01,1.948407E-01
22.96022,40.59605,7.059494E-01,4.132342E-01,1.939017E-01
22.96038,40.59569,7.004821E-01,4.102499E-01,1.924266E-01
22.96051,40.59532,6.940030E-01,4.067071E-01,1.906812E-01
22.96064,40.59495,6.878601E-01,4.033023E-01,1.890058E-01
22.96077,40.59458,6.835120E-01,4.008126E-01,1.877751E-01
22.96090,40.59422,6.815555E-01,3.995793E-01,1.871486E-01
22.96106,40.59385,6.814856E-01,3.993400E-01,1.869974E-01
22.96135,40.59355,6.821251E-01,3.995176E-01,1.870450E-01
22.96174,40.59331,6.835232E-01,4.001327E-01,1.873062E-01
22.96213,40.59307,6.855781E-01,4.010996E-01,1.877452E-01
22.96256,40.59287,6.876789E-01,4.021128E-01,1.882120E-01
22.96301,40.59270,6.890773E-01,4.027675E-01,1.885033E-01
22.96350,40.59265,6.895860E-01,4.030096E-01,1.885903E-01
22.96399,40.59270,6.886435E-01,4.025292E-01,1.883182E-01
22.96449,40.59276,6.855463E-01,4.009005E-01,1.874780E-01
22.96498,40.59281,6.810004E-01,3.984829E-01,1.862604E-01
22.96548,40.59287,6.760706E-01,3.958493E-01,1.849561E-01
22.96598,40.59292,6.717086E-01,3.934977E-01,1.838058E-01
22.96647,40.59297,6.684130E-01,3.917286E-01,1.829464E-01
22.96697,40.59303,6.663138E-01,3.906116E-01,1.824033E-01
22.96746,40.59308,6.652511E-01,3.900378E-01,1.821170E-01
22.96796,40.59313,6.649270E-01,3.898636E-01,1.820176E-01
22.96845,40.59319,6.650887E-01,3.899607E-01,1.820470E-01
22.96895,40.59324,6.656233E-01,3.902580E-01,1.821672E-01
22.96945,40.59329,6.664617E-01,3.907240E-01,1.823658E-01
22.96995,40.59331,6.675721E-01,3.913224E-01,1.826212E-01
