KP,Er
2115.8195349631455,-11.724756002393338
2119.6388037416946,-11.763139749642175
2123.4580725161854,-11.801523900619642
2127.2773412652296,-11.83991058328091
2131.096609936846,-11.878304968997739
2134.915878637645,-11.91669645151537
2138.735147412136,-11.95508060249279
2142.5544161866273,-11.993464753470208
2146.3736849611187,-12.031848904447632
2150.1929537356095,-12.070233055425046
2154.0122225101013,-12.10861720640247
2157.8314912462283,-12.147005174185981
2161.6507599229913,-12.18539904802945
2165.4700286416632,-12.223788752386705
2169.289297416155,-12.262172903364126
2173.1085661906463,-12.300557054341548
2176.9278349651377,-12.338941205318967
2180.7471037396285,-12.377325356296385
2184.5663725141203,-12.415709507273808
2188.3856412886116,-12.454093658251256
2192.2049100631025,-12.49247780922872
2196.0242118275164,-12.527289841714682
2199.8435380726314,-12.559451126288097
2203.6629129061625,-12.584583953554557
2207.4823187574257,-12.60522997459602
2211.3017536216494,-12.61843564168848
2215.1212043357323,-12.62757662293871
2218.940662013126,-12.628844204079753
2222.7601229209454,-12.626459148855043
2226.579566191146,-12.61579594210658
2230.3990025850853,-12.601905387739878
2234.2183941502053,-12.579302858460476
2238.03777123742,-12.553886711856746
2241.8570738679123,-12.51934823372862
2245.676356972128,-12.482417424039301
2249.495533566451,-12.435956069914045
2253.3146881198263,-12.38752248360075
2257.1337012662193,-12.329124110361619
2260.952692297478,-12.26916730911804
2264.7715050606794,-12.198849570702702
2268.5902982173193,-12.12739229923251
2272.4088731320335,-12.045142094726753
2276.227433365395,-11.962165838829218
2280.045733711205,-11.868004816622665
2283.8640241888197,-11.773432098629142
2287.682015040178,-11.667445430635084
2291.499994852729,-11.561076654153817
2295.3177367696385,-11.446473117041137
2299.135477504472,-11.331830286335638
2302.953204614363,-11.216734546838111
2306.7709316887085,-11.101637628307953
2310.588658490405,-10.986531666460792
2314.4063853385924,-10.871427246604732
2318.2241124484835,-10.75633150710722
2322.0418395009433,-10.641233862658462
2325.85956630264,-10.5261279008113
2329.6772931829673,-10.41102454703011
2333.4950203390813,-10.29593034074896
2337.3127474833004,-10.180835739912496
2341.130474593192,-10.065740000415023
2344.9482016128304,-9.95064126735513
2348.7659284145275,-9.835535305507939
2352.5836553174213,-9.720432700181629
2356.4013824273125,-9.605336960684147
2360.2191094250647,-9.49023750170565
2364.0368362267623,-9.375131539858444
2367.8545631515412,-9.260029660450737
2371.672290261433,-9.144933920953235
2375.4900173914248,-9.0298388482065
2379.3077445475387,-8.914744641925383
2383.1254715369523,-8.799644906402255
2386.94319833865,-8.684538944555058
2390.7609252962493,-8.569438153758535
2394.578652406141,-8.454342414261045
2398.396379349187,-8.339241140752776
2402.214106150884,-8.224135178905577
2406.0318331303693,-8.10903511402765
2409.849560240261,-7.993939374530154
2413.667287161421,-7.878837375103294
2417.4850139631185,-7.763731413256097
2421.302740994436,-7.648633067641769
2425.1204681505506,-7.533538861360636
2428.9381952750778,-7.418443607335461
2432.7559223849694,-7.303347867837971
2436.5736492733085,-7.188244779799927
2440.3913760750065,-7.0731388179527155
2444.2091031091977,-6.958040567604558
2448.02683021909,-6.842944828107069
2451.844557085543,-6.727841014150446
2455.6622838872404,-6.612735052303249
2459.480010943318,-6.497637527873664
2463.2977380532097,-6.382541788376167
2467.115464937578,-6.267438568557467
2470.9331917855056,-6.152334140062572
2474.750918868252,-6.037237500176203
2478.5686459781427,-5.922141760678728
2482.3863730880344,-5.807046021181232
2486.204100197926,-5.691950281683735
2490.021827009674,-5.576844653197317
2493.8395538904797,-5.461741325573256
2497.6573080144635,-5.347545162519116
2501.475072513299,-5.233710776348409
2505.293096704483,-5.1289320076082685
2509.1111429870402,-5.025005010356667
2512.929465512702,-4.931729049504167
2516.747817013934,-4.839717241087975
2520.5664032850727,-4.757948024843148
2524.385022960878,-4.67785693637519
2528.2038383286326,-4.6075966926289595
2532.022689058506,-4.539430011554728
2535.8416988552935,-4.480680655082949
2539.6607434834955,-4.424441517080461
2543.4799130258393,-4.377204649283261
2547.299114343879,-4.332893156115282
2551.1184088439522,-4.297160306254453
2554.9377296220314,-4.264776226354866
2558.757114555641,-4.2405678855557865
2562.57651767615,-4.220124362299172
2566.3959582378525,-4.207431432151944
2570.2154048488565,-4.1972339962707
2574.034862060388,-4.191409553740567
2577.85431930298,-4.185605569468116
2581.673776592216,-4.179832308213595
2585.4932338881954,-4.17406351117383
