sids,lon,lat,depth,vs30,vs30measured
332,22.92721,40.60555,0.00000,3.48845E+02,0
333,22.92891,40.60555,0.00000,3.48845E+02,0
334,22.93060,40.60555,0.00000,3.48845E+02,0
335,22.93230,40.60555,0.00000,3.48845E+02,0
336,22.93400,40.60555,0.00000,3.48845E+02,0
337,22.93569,40.60555,0.00000,3.48845E+02,0
338,22.93739,40.60555,0.00000,3.48845E+02,0
339,22.93909,40.60555,0.00000,3.48845E+02,0
340,22.94079,40.60555,0.00000,3.48845E+02,0
341,22.94248,40.60555,0.00000,3.48845E+02,0
342,22.94418,40.60555,0.00000,3.48845E+02,0
343,22.94588,40.60555,0.00000,3.48841E+02,0
344,22.94757,40.60555,0.00000,3.48569E+02,0
345,22.94927,40.60555,0.00000,3.43051E+02,0
346,22.95097,40.60555,0.00000,3.09930E+02,0
347,22.95266,40.60555,0.00000,2.66281E+02,0
348,22.95436,40.60555,0.00000,2.95670E+02,0
349,22.95606,40.60555,0.00000,3.30104E+02,0
350,22.95775,40.60555,0.00000,2.94536E+02,0
351,22.95945,40.60555,0.00000,2.63841E+02,0
352,22.96115,40.60555,0.00000,2.99730E+02,0
353,22.96285,40.60555,0.00000,3.22235E+02,0
354,22.96454,40.60555,0.00000,3.31906E+02,0
355,22.96624,40.60555,0.00000,3.44307E+02,0
356,22.96794,40.60555,0.00000,3.48227E+02,0
357,22.96963,40.60555,0.00000,3.48704E+02,0
358,22.97133,40.60555,0.00000,3.48823E+02,0
359,22.97303,40.60555,0.00000,3.48844E+02,0
360,22.92382,40.60799,0.00000,3.48845E+02,0
361,22.92551,40.60799,0.00000,3.48845E+02,0
362,22.92721,40.60799,0.00000,3.48845E+02,0
363,22.92891,40.60799,0.00000,3.48845E+02,0
364,22.93060,40.60799,0.00000,3.48845E+02,0
365,22.93230,40.60799,0.00000,3.48845E+02,0
366,22.93400,40.60799,0.00000,3.48845E+02,0
367,22.93569,40.60799,0.00000,3.48845E+02,0
