sids,lon,lat,depth,vs30,vs30measured,slope,geology,xvf,region
258,22.96902,40.58601,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
259,22.97140,40.58601,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
260,22.97378,40.58601,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
261,22.97615,40.58601,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
262,22.97853,40.58601,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
263,22.98091,40.58601,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
264,22.98328,40.58601,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
265,22.98566,40.58601,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
266,22.98804,40.58601,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
267,22.99041,40.58601,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
268,22.99279,40.58601,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
269,22.99517,40.58601,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
270,22.99755,40.58601,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
271,22.99992,40.58601,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
272,23.00230,40.58601,0.00000,4.72133E+02,0,4.22676E-02,CENOZOIC,-1.50000E+02,2
273,22.93337,40.58824,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
274,22.93574,40.58824,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
275,22.93812,40.58824,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
276,22.94050,40.58824,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
277,22.94287,40.58824,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
278,22.94525,40.58824,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
279,22.94763,40.58824,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
280,22.95000,40.58824,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
281,22.95238,40.58824,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
282,22.95476,40.58824,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
283,22.95714,40.58824,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
284,22.95951,40.58824,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
285,22.96189,40.58824,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
286,22.96427,40.58824,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
287,22.96664,40.58824,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
288,22.96902,40.58824,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
289,22.97140,40.58824,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
290,22.97378,40.58824,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
291,22.97615,40.58824,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
292,22.97853,40.58824,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
293,22.98091,40.58824,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
294,22.98328,40.58824,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
295,22.98566,40.58824,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
296,22.98804,40.58824,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
297,22.99041,40.58824,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
298,22.99279,40.58824,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
299,22.99517,40.58824,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
300,22.99755,40.58824,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
301,22.99992,40.58824,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
302,23.00230,40.58824,0.00000,4.72133E+02,0,4.22676E-02,CENOZOIC,-1.50000E+02,2
303,22.93337,40.59047,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
304,22.93574,40.59047,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
305,22.93812,40.59047,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
306,22.94050,40.59047,0.00000,5.47774E+02,0,2.03918E-02,UNKNOWN,-1.50000E+02,2
307,22.94287,40.59047,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
308,22.94525,40.59047,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
309,22.94763,40.59047,0.00000,4.39889E+02,0,2.10909E-02,UNKNOWN,-1.50000E+02,2
310,22.95000,40.59047,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
311,22.95238,40.59047,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
312,22.95476,40.59047,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
313,22.95714,40.59047,0.00000,3.73225E+02,0,2.21183E-02,CENOZOIC,-1.50000E+02,2
314,22.95951,40.59047,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
315,22.96189,40.59047,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
316,22.96427,40.59047,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
317,22.96664,40.59047,0.00000,3.58743E+02,0,2.33197E-02,CENOZOIC,-1.50000E+02,2
318,22.96902,40.59047,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
319,22.97140,40.59047,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
320,22.97378,40.59047,0.00000,3.69049E+02,0,2.23813E-02,CENOZOIC,-1.50000E+02,2
321,22.97615,40.59047,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
322,22.97853,40.59047,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
323,22.98091,40.59047,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
324,22.98328,40.59047,0.00000,4.11958E+02,0,2.62955E-02,CENOZOIC,-1.50000E+02,2
325,22.98566,40.59047,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
326,22.98804,40.59047,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
327,22.99041,40.59047,0.00000,4.61353E+02,0,3.97938E-02,CENOZOIC,-1.50000E+02,2
328,22.99279,40.59047,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
329,22.99517,40.59047,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
330,22.99755,40.59047,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
331,22.99992,40.59047,0.00000,4.78866E+02,0,4.83648E-02,CENOZOIC,-1.50000E+02,2
332,23.00230,40.59047,0.00000,4.72133E+02,0,4.22676E-02,CENOZOIC,-1.50000E+02,2
333,22.94287,40.59270,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
334,22.94525,40.59270,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
335,22.94763,40.59270,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
336,22.95000,40.59270,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
337,22.95238,40.59270,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
338,22.95476,40.59270,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
339,22.95714,40.59270,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
340,22.95951,40.59270,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
341,22.96189,40.59270,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
342,22.96427,40.59270,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
343,22.96664,40.59270,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
344,22.96902,40.59270,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
345,22.97140,40.59270,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
346,22.97378,40.59270,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
347,22.97615,40.59270,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
348,22.97853,40.59270,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
349,22.98091,40.59270,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
350,22.98328,40.59270,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
351,22.98566,40.59270,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
352,22.98804,40.59270,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
353,22.99041,40.59270,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
354,22.99279,40.59270,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
355,22.99517,40.59270,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
356,22.99755,40.59270,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
357,22.99992,40.59270,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
358,23.00230,40.59270,0.00000,4.73571E+02,0,4.34082E-02,CENOZOIC,-1.50000E+02,2
359,22.94287,40.59493,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
360,22.94525,40.59493,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
361,22.94763,40.59493,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
362,22.95000,40.59493,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
363,22.95238,40.59493,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
364,22.95476,40.59493,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
365,22.95714,40.59493,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
366,22.95951,40.59493,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
367,22.96189,40.59493,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
368,22.96427,40.59493,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
369,22.96664,40.59493,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
370,22.96902,40.59493,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
371,22.97140,40.59493,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
372,22.97378,40.59493,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
373,22.97615,40.59493,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
374,22.97853,40.59493,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
375,22.98091,40.59493,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
376,22.98328,40.59493,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
377,22.98566,40.59493,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
378,22.98804,40.59493,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
379,22.99041,40.59493,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
380,22.99279,40.59493,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
381,22.99517,40.59493,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
382,22.99755,40.59493,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
383,22.99992,40.59493,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
384,23.00230,40.59493,0.00000,4.73571E+02,0,4.34082E-02,CENOZOIC,-1.50000E+02,2
385,22.94287,40.59716,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
386,22.94525,40.59716,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
387,22.94763,40.59716,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
388,22.95000,40.59716,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
389,22.95238,40.59716,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
390,22.95476,40.59716,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
391,22.95714,40.59716,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
392,22.95951,40.59716,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
393,22.96189,40.59716,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
394,22.96427,40.59716,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
395,22.96664,40.59716,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
396,22.96902,40.59716,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
397,22.97140,40.59716,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
398,22.97378,40.59716,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
399,22.97615,40.59716,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
400,22.97853,40.59716,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
401,22.98091,40.59716,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
402,22.98328,40.59716,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
403,22.98566,40.59716,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
404,22.98804,40.59716,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
405,22.99041,40.59716,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
406,22.99279,40.59716,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
407,22.99517,40.59716,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
408,22.99755,40.59716,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
409,22.99992,40.59716,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
410,23.00230,40.59716,0.00000,4.73571E+02,0,4.34082E-02,CENOZOIC,-1.50000E+02,2
411,22.94287,40.59939,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
412,22.94525,40.59939,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
413,22.94763,40.59939,0.00000,4.80628E+02,0,2.13668E-02,UNKNOWN,-1.50000E+02,2
414,22.95000,40.59939,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
415,22.95238,40.59939,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
416,22.95476,40.59939,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
417,22.95714,40.59939,0.00000,3.63381E+02,0,1.80584E-02,CENOZOIC,-1.50000E+02,2
418,22.95951,40.59939,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
419,22.96189,40.59939,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
420,22.96427,40.59939,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
421,22.96664,40.59939,0.00000,3.68616E+02,0,1.84413E-02,CENOZOIC,-1.50000E+02,2
422,22.96902,40.59939,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
423,22.97140,40.59939,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
424,22.97378,40.59939,0.00000,3.86847E+02,0,2.46374E-02,CENOZOIC,-1.50000E+02,2
425,22.97615,40.59939,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
426,22.97853,40.59939,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
427,22.98091,40.59939,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
428,22.98328,40.59939,0.00000,4.20637E+02,0,3.50572E-02,CENOZOIC,-1.50000E+02,2
429,22.98566,40.59939,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
430,22.98804,40.59939,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
431,22.99041,40.59939,0.00000,4.56632E+02,0,4.45441E-02,CENOZOIC,-1.50000E+02,2
432,22.99279,40.59939,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
433,22.99517,40.59939,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
434,22.99755,40.59939,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
435,22.99992,40.59939,0.00000,4.76626E+02,0,5.19877E-02,CENOZOIC,-1.50000E+02,2
436,23.00230,40.59939,0.00000,4.73571E+02,0,4.34082E-02,CENOZOIC,-1.50000E+02,2
437,22.95000,40.60162,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
438,22.95238,40.60162,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
439,22.95476,40.60162,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
440,22.95714,40.60162,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
441,22.95951,40.60162,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
442,22.96189,40.60162,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
443,22.96427,40.60162,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
444,22.96664,40.60162,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
445,22.96902,40.60162,0.00000,3.81516E+02,0,1.94085E-02,CENOZOIC,-1.50000E+02,2
446,22.97140,40.60162,0.00000,3.81516E+02,0,1.94085E-02,CENOZOIC,-1.50000E+02,2
447,22.97378,40.60162,0.00000,3.81516E+02,0,1.94085E-02,CENOZOIC,-1.50000E+02,2
448,22.97615,40.60162,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
449,22.97853,40.60162,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
450,22.98091,40.60162,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
451,22.98328,40.60162,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
452,22.98566,40.60162,0.00000,4.43909E+02,0,3.06796E-02,CENOZOIC,-1.50000E+02,2
453,22.98804,40.60162,0.00000,4.43909E+02,0,3.06796E-02,CENOZOIC,-1.50000E+02,2
454,22.99041,40.60162,0.00000,4.43909E+02,0,3.06796E-02,CENOZOIC,-1.50000E+02,2
455,22.99279,40.60162,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
456,22.99517,40.60162,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
457,22.99755,40.60162,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
458,22.99992,40.60162,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
459,23.00230,40.60162,0.00000,4.92101E+02,0,4.98553E-02,CENOZOIC,-1.50000E+02,2
460,22.95000,40.60385,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
461,22.95238,40.60385,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
462,22.95476,40.60385,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
463,22.95714,40.60385,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
464,22.95951,40.60385,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
465,22.96189,40.60385,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
466,22.96427,40.60385,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
467,22.96664,40.60385,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
468,22.96902,40.60385,0.00000,3.81516E+02,0,1.94085E-02,CENOZOIC,-1.50000E+02,2
469,22.97140,40.60385,0.00000,3.81516E+02,0,1.94085E-02,CENOZOIC,-1.50000E+02,2
470,22.97378,40.60385,0.00000,3.81516E+02,0,1.94085E-02,CENOZOIC,-1.50000E+02,2
471,22.97615,40.60385,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
472,22.97853,40.60385,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
473,22.98091,40.60385,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
474,22.98328,40.60385,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
475,22.98566,40.60385,0.00000,4.43909E+02,0,3.06796E-02,CENOZOIC,-1.50000E+02,2
476,22.98804,40.60385,0.00000,4.43909E+02,0,3.06796E-02,CENOZOIC,-1.50000E+02,2
477,22.99041,40.60385,0.00000,4.43909E+02,0,3.06796E-02,CENOZOIC,-1.50000E+02,2
478,22.99279,40.60385,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
479,22.99517,40.60385,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
480,22.99755,40.60385,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
481,22.99992,40.60385,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
482,23.00230,40.60385,0.00000,4.92101E+02,0,4.98553E-02,CENOZOIC,-1.50000E+02,2
483,22.95000,40.60608,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
484,22.95238,40.60608,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
485,22.95476,40.60608,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
486,22.95714,40.60608,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
487,22.95951,40.60608,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
488,22.96189,40.60608,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
489,22.96427,40.60608,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
490,22.96664,40.60608,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
491,22.96902,40.60608,0.00000,3.81516E+02,0,1.94085E-02,CENOZOIC,-1.50000E+02,2
492,22.97140,40.60608,0.00000,3.81516E+02,0,1.94085E-02,CENOZOIC,-1.50000E+02,2
493,22.97378,40.60608,0.00000,3.81516E+02,0,1.94085E-02,CENOZOIC,-1.50000E+02,2
494,22.97615,40.60608,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
495,22.97853,40.60608,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
496,22.98091,40.60608,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
497,22.98328,40.60608,0.00000,4.11969E+02,0,2.36467E-02,CENOZOIC,-1.50000E+02,2
498,22.98566,40.60608,0.00000,4.43909E+02,0,3.06796E-02,CENOZOIC,-1.50000E+02,2
499,22.98804,40.60608,0.00000,4.43909E+02,0,3.06796E-02,CENOZOIC,-1.50000E+02,2
500,22.99041,40.60608,0.00000,4.43909E+02,0,3.06796E-02,CENOZOIC,-1.50000E+02,2
501,22.99279,40.60608,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
502,22.99517,40.60608,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
503,22.99755,40.60608,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
504,22.99992,40.60608,0.00000,4.71812E+02,0,3.69730E-02,CENOZOIC,-1.50000E+02,2
505,23.00230,40.60608,0.00000,4.92101E+02,0,4.98553E-02,CENOZOIC,-1.50000E+02,2
506,22.95000,40.60831,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
507,22.95238,40.60831,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
508,22.95476,40.60831,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
509,22.95714,40.60831,0.00000,3.51231E+02,0,2.20586E-02,UNKNOWN,-1.50000E+02,2
510,22.95951,40.60831,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
511,22.96189,40.60831,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
512,22.96427,40.60831,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
513,22.96664,40.60831,0.00000,3.61462E+02,0,1.56729E-02,CENOZOIC,-1.50000E+02,2
514,22.96902,40.60831,0.00000,3.81516E+02,0,1.94085E-02,CENOZOIC,-1.50000E+02,2
515,22.97140,40.60831,0.00000,3.81516E+02,0,1.94085E-02,CENOZOIC,-1.50000E+02,2
